transaction_id,date,customer_id,payment_method,card_provider,amount,status,merchant_category,country,currency,card_last_4
TXN105170,10/16/2022,CUST8436,Wallet,,221706,Success,Bills Payment,Nigeria,NGN,
TXN105171,7/23/2022,CUST2326,Card,Visa,333346,Success,Airtime/Data,South Africa,ZAR,5012
TXN105172,12/11/2017,CUST6268,USSD,,8493,Success,Bills Payment,Uganda,UGX,
TXN105173,2/22/2017,CUST6128,Card,Mastercard,14015,Success,Food Delivery,South Africa,ZAR,4459
TXN105174,8/28/2016,CUST1555,Card,Visa,236110,Failed,E-commerce,South Africa,ZAR,2121
TXN105175,3/18/2018,CUST2324,Bank Transfer,,500000,Success,Bills Payment,Nigeria,NGN,
TXN105176,6/15/2015,CUST5908,USSD,,500000,Success,Food Delivery,South Africa,ZAR,
TXN105177,12/19/2016,CUST7287,POS,,36279,Reversed,Airtime/Data,Nigeria,NGN,
TXN105178,2/12/2024,CUST1539,Card,Visa,309190,Failed,Professional Services,Nigeria,NGN,2936
TXN105179,3/22/2020,CUST9068,Wallet,,500000,Success,Airtime/Data,Uganda,UGX,
TXN105180,8/3/2016,CUST8318,Card,Visa,196391,Success,Retail,Ghana,GHS,483
TXN105181,5/20/2019,CUST9948,POS,,500000,Success,Bills Payment,Nigeria,NGN,
TXN105182,10/7/2016,CUST3555,Wallet,,57407,Success,Bills Payment,Kenya,KES,
TXN105183,10/24/2022,CUST6526,Wallet,,500000,Success,Bills Payment,South Africa,ZAR,
TXN105184,8/28/2015,CUST8462,Wallet,,500000,Success,Bills Payment,Nigeria,NGN,
TXN105185,8/23/2017,CUST1046,Wallet,,500000,Success,Bills Payment,Uganda,UGX,
TXN105186,10/20/2015,CUST1489,POS,,451567,Success,Professional Services,Nigeria,NGN,
TXN105187,10/16/2017,CUST5835,Wallet,,180647,Reversed,Retail,Kenya,KES,
TXN105188,1/31/2025,CUST4474,USSD,,500000,Success,E-commerce,South Africa,ZAR,
TXN105189,7/23/2021,CUST1321,Wallet,,128946,Failed,E-commerce,Kenya,KES,
TXN105190,2/5/2018,CUST9254,Card,Visa,161490,Pending,Transportation,South Africa,ZAR,87
TXN105191,4/9/2018,CUST5967,Bank Transfer,,482668,Success,Retail,Ghana,GHS,
TXN105192,9/28/2016,CUST4443,Card,Mastercard,500000,Success,Airtime/Data,Nigeria,NGN,2775
TXN105193,8/22/2016,CUST9970,Card,Mastercard,500000,Failed,Food Delivery,South Africa,ZAR,5238
TXN105194,1/18/2020,CUST7144,Card,Verve,91665,Success,Bills Payment,Nigeria,NGN,4938
TXN105195,8/23/2016,CUST4343,POS,,500000,Success,Food Delivery,South Africa,ZAR,
TXN105196,6/12/2017,CUST2111,Card,Mastercard,500000,Pending,Airtime/Data,South Africa,ZAR,6546
TXN105197,11/15/2018,CUST5011,POS,,26368,Success,E-commerce,Ghana,GHS,
TXN105198,12/28/2022,CUST2685,USSD,,195901,Success,Airtime/Data,Kenya,KES,
TXN105199,4/25/2025,CUST6111,Wallet,,132940,Success,Retail,Nigeria,NGN,
TXN105200,2/24/2022,CUST9718,POS,,145244,Failed,Transportation,South Africa,ZAR,
TXN105201,3/29/2020,CUST6191,USSD,,500000,Success,E-commerce,Nigeria,NGN,
TXN105202,6/10/2019,CUST2587,POS,,411758,Failed,Food Delivery,Nigeria,NGN,
TXN105203,6/27/2015,CUST8474,Card,Visa,500000,Success,Bills Payment,Kenya,KES,1718
TXN105204,2/19/2025,CUST7839,Card,Visa,500000,Success,Transportation,Nigeria,NGN,5116
TXN105205,11/3/2021,CUST8763,Card,Mastercard,189413,Success,Professional Services,Nigeria,NGN,3271
TXN105206,10/7/2023,CUST2337,Card,Mastercard,500000,Reversed,Bills Payment,Nigeria,NGN,564
TXN105207,12/19/2019,CUST7473,POS,,228039,Success,Food Delivery,Nigeria,NGN,
TXN105208,5/8/2017,CUST9965,Card,Visa,500000,Success,E-commerce,South Africa,ZAR,5445
TXN105209,3/12/2016,CUST5164,Card,Mastercard,79701,Pending,Transportation,Nigeria,NGN,5407
TXN105210,6/4/2023,CUST3191,Card,Mastercard,500000,Failed,Professional Services,South Africa,ZAR,9480
TXN105211,10/5/2023,CUST5099,Wallet,,98755,Failed,Professional Services,Nigeria,NGN,
TXN105212,3/7/2023,CUST9776,Wallet,,157940,Success,Food Delivery,South Africa,ZAR,
TXN105213,5/19/2018,CUST5648,Card,Mastercard,500000,Failed,Retail,Nigeria,NGN,2793
TXN105214,11/8/2017,CUST1626,Bank Transfer,,200188,Reversed,Retail,Uganda,UGX,
TXN105215,7/20/2019,CUST6666,Card,Visa,374813,Success,Retail,Nigeria,NGN,842
TXN105216,1/9/2018,CUST4623,Card,Visa,235207,Failed,Professional Services,Nigeria,NGN,3225
TXN105217,10/10/2018,CUST9045,POS,Mastercard,500000,Pending,Retail,Nigeria,NGN,587
TXN105218,3/3/2023,CUST4443,Card,Visa,103679,Success,Professional Services,Nigeria,NGN,8738
TXN105219,1/10/2019,CUST7739,Wallet,,24094,Success,Food Delivery,South Africa,ZAR,
TXN105220,9/9/2017,CUST4092,Bank Transfer,,142629,Success,Food Delivery,Kenya,KES,
TXN105221,7/26/2019,CUST2161,USSD,,257216,Failed,Food Delivery,South Africa,ZAR,
TXN105222,10/17/2021,CUST2871,USSD,,73578,Pending,Professional Services,Kenya,KES,
TXN105223,6/1/2024,CUST6164,USSD,,175276,Success,Professional Services,Nigeria,NGN,
TXN105224,2/20/2023,CUST9148,Wallet,,204318,Success,Transportation,Nigeria,NGN,
TXN105225,2/16/2017,CUST1568,Card,Mastercard,23641,Failed,Professional Services,Kenya,KES,3342
TXN105226,10/6/2021,CUST7082,Card,Verve,350162,Reversed,Transportation,Nigeria,NGN,1140
TXN105227,3/18/2022,CUST7947,Bank Transfer,,500000,Success,Bills Payment,Nigeria,NGN,
TXN105228,5/30/2020,CUST1287,Wallet,,65828,Failed,Airtime/Data,Ghana,GHS,
TXN105229,2/20/2020,CUST3515,Card,Visa,364330,Success,Airtime/Data,Nigeria,NGN,5651
TXN105230,9/26/2016,CUST8978,POS,,437138,Success,Food Delivery,Ghana,GHS,
TXN105231,7/1/2019,CUST6964,USSD,,217432,Success,Retail,Nigeria,NGN,
TXN105232,7/7/2022,CUST3703,Card,Mastercard,483055,Success,Retail,South Africa,ZAR,9389
TXN105233,7/4/2024,CUST8756,Wallet,,211549,Success,Bills Payment,Ghana,GHS,
TXN105234,9/19/2025,CUST4267,Card,Verve,280986,Failed,Transportation,Nigeria,NGN,4786
TXN105235,6/21/2016,CUST8574,Card,Visa,2952,Success,Retail,Nigeria,NGN,8701
TXN105236,1/3/2018,CUST3324,Card,Mastercard,470698,Success,Bills Payment,Uganda,UGX,7426
TXN105237,1/9/2025,CUST2430,Card,Mastercard,433106,Success,Bills Payment,Nigeria,NGN,357
TXN105238,3/29/2021,CUST2641,Card,Visa,15663,Failed,Bills Payment,Kenya,KES,9726
TXN105239,4/25/2022,CUST8167,USSD,,183704,Success,Transportation,Nigeria,NGN,
TXN105240,12/17/2019,CUST5585,Card,Visa,500000,Success,Airtime/Data,South Africa,ZAR,8235
TXN105241,1/24/2024,CUST9810,POS,,218399,Success,E-commerce,Kenya,KES,
TXN105242,1/20/2023,CUST6473,Card,Mastercard,278818,Success,Bills Payment,South Africa,ZAR,7062
TXN105243,7/24/2016,CUST2460,Wallet,,500000,Failed,Transportation,Nigeria,NGN,
TXN105244,3/30/2016,CUST1946,POS,,500000,Pending,Transportation,Nigeria,NGN,
TXN105245,12/7/2022,CUST5580,Card,Mastercard,348976,Success,Airtime/Data,Nigeria,NGN,6461
TXN105246,10/8/2020,CUST6774,Wallet,,500000,Success,Retail,Nigeria,NGN,
TXN105247,7/17/2019,CUST4718,Card,Mastercard,500000,Success,E-commerce,South Africa,ZAR,9753
TXN105248,3/12/2022,CUST9593,Card,Verve,244175,Success,Transportation,Nigeria,NGN,4236
TXN105249,2/5/2015,CUST8099,Bank Transfer,,257825,Success,Airtime/Data,Ghana,GHS,
TXN105250,8/11/2018,CUST2904,USSD,,195137,Success,Transportation,Kenya,KES,
TXN105251,9/28/2022,CUST3302,Card,Mastercard,500000,Success,Retail,Nigeria,NGN,8139
TXN105252,12/2/2024,CUST2586,POS,,477828,Reversed,Bills Payment,Nigeria,NGN,
TXN105253,8/21/2015,CUST9994,USSD,,34756,Reversed,Airtime/Data,Nigeria,NGN,
TXN105254,2/21/2024,CUST1112,Card,Verve,500000,Failed,Food Delivery,Nigeria,NGN,9377
TXN105255,11/27/2015,CUST8741,Card,Verve,262001,Pending,E-commerce,Nigeria,NGN,7408
TXN105256,12/1/2022,CUST4700,USSD,,28492,Pending,E-commerce,Nigeria,NGN,
TXN105257,10/9/2021,CUST4239,Card,Mastercard,319151,Reversed,Airtime/Data,Nigeria,NGN,8003
TXN105258,4/25/2024,CUST4255,Bank Transfer,,215939,Success,Professional Services,Nigeria,NGN,
TXN105259,8/3/2025,CUST5726,Card,Visa,500000,Success,Airtime/Data,Ghana,GHS,8110
TXN105260,6/2/2022,CUST4021,Wallet,,91259,Pending,Airtime/Data,South Africa,ZAR,
TXN105261,11/3/2016,CUST3321,Card,Mastercard,500000,Success,Bills Payment,Uganda,UGX,8107
TXN105262,5/2/2022,CUST5915,Wallet,,326296,Pending,Transportation,South Africa,ZAR,
TXN105263,4/21/2023,CUST5916,Card,Visa,22463,Success,Food Delivery,Nigeria,NGN,2537
TXN105264,1/13/2016,CUST9182,USSD,,500000,Success,Transportation,South Africa,ZAR,
TXN105265,6/27/2015,CUST4109,USSD,,287480,Success,Retail,Nigeria,NGN,
TXN105266,12/1/2015,CUST6276,Card,Mastercard,137490,Success,E-commerce,Nigeria,NGN,1024
TXN105267,10/21/2021,CUST9736,Card,Visa,253503,Pending,Retail,Ghana,GHS,9617
TXN105268,11/29/2019,CUST1325,USSD,,500000,Success,Retail,Ghana,GHS,
TXN105269,5/19/2018,CUST9946,USSD,,145481,Success,Retail,Nigeria,NGN,
TXN105270,1/17/2022,CUST1769,POS,,85612,Pending,E-commerce,Nigeria,NGN,
TXN105271,2/6/2023,CUST3932,Wallet,,55278,Success,Airtime/Data,Nigeria,NGN,
TXN105272,5/16/2017,CUST7863,Card,Visa,141448,Failed,Food Delivery,Nigeria,NGN,4960
TXN105273,4/28/2021,CUST6475,Wallet,,500000,Success,Retail,Nigeria,NGN,
TXN105274,5/19/2022,CUST3060,Bank Transfer,,255180,Pending,Food Delivery,Uganda,UGX,
TXN105275,1/20/2024,CUST4146,Card,Visa,103239,Success,Retail,Nigeria,NGN,8441
TXN105276,8/10/2018,CUST6082,Card,Visa,72697,Success,Transportation,Kenya,KES,2350
TXN105277,7/4/2022,CUST1873,Wallet,,161823,Failed,Transportation,Nigeria,NGN,
TXN105278,1/9/2025,CUST7441,POS,,500000,Success,Airtime/Data,Kenya,KES,
TXN105279,7/25/2024,CUST5834,Card,Visa,168044,Success,Retail,Nigeria,NGN,5574
TXN105280,2/11/2023,CUST9771,POS,Visa,500000,Success,Professional Services,Nigeria,NGN,629
TXN105281,6/10/2022,CUST2032,Wallet,,265614,Failed,Food Delivery,Nigeria,NGN,
TXN105282,10/28/2025,CUST4902,POS,,78972,Success,Bills Payment,Kenya,KES,
TXN105283,5/25/2017,CUST4353,Wallet,,500000,Failed,Professional Services,Nigeria,NGN,
TXN105284,10/26/2022,CUST7602,Wallet,,246737,Pending,Food Delivery,Kenya,KES,
TXN105285,9/13/2023,CUST5587,POS,Visa,494696,Pending,Professional Services,Kenya,KES,9513
TXN105286,6/11/2019,CUST2628,USSD,,500000,Success,Airtime/Data,Nigeria,NGN,
TXN105287,11/10/2017,CUST5347,USSD,,20591,Success,Retail,Nigeria,NGN,
TXN105288,6/16/2015,CUST5498,USSD,,40677,Success,Bills Payment,South Africa,ZAR,
TXN105289,3/16/2015,CUST7900,Wallet,,500000,Failed,Professional Services,Nigeria,NGN,
TXN105290,1/29/2022,CUST4611,Wallet,,132416,Success,Professional Services,Nigeria,NGN,
TXN105291,9/12/2023,CUST8051,POS,,81484,Success,Airtime/Data,Nigeria,NGN,
TXN105292,4/11/2017,CUST4949,Bank Transfer,,16063,Success,Professional Services,Nigeria,NGN,
TXN105293,7/12/2024,CUST2666,Bank Transfer,,8835,Pending,Bills Payment,Ghana,GHS,
TXN105294,7/17/2020,CUST1739,Card,Mastercard,500000,Success,E-commerce,Uganda,UGX,5818
TXN105295,1/27/2017,CUST9692,Bank Transfer,,57748,Failed,E-commerce,Nigeria,NGN,
TXN105296,8/18/2021,CUST5279,POS,,252234,Failed,Retail,Kenya,KES,
TXN105297,10/2/2024,CUST5561,Card,Visa,372457,Reversed,Retail,Nigeria,NGN,4163
TXN105298,10/25/2024,CUST8944,Bank Transfer,,223692,Success,Bills Payment,Nigeria,NGN,
TXN105299,3/17/2022,CUST4256,USSD,,10992,Failed,Retail,Ghana,GHS,
TXN105300,12/4/2021,CUST2319,Wallet,,500000,Success,Food Delivery,Ghana,GHS,
TXN105301,5/16/2024,CUST5112,Bank Transfer,,4227,Success,E-commerce,Uganda,UGX,
TXN105302,2/12/2024,CUST1181,Wallet,,500000,Failed,Bills Payment,Nigeria,NGN,
TXN105303,3/31/2018,CUST9380,USSD,,500000,Success,Food Delivery,Nigeria,NGN,
TXN105304,4/21/2024,CUST4612,Bank Transfer,,226845,Success,Food Delivery,Nigeria,NGN,
TXN105305,9/6/2017,CUST7122,POS,Mastercard,306754,Success,Food Delivery,Ghana,GHS,1114
TXN105306,5/28/2021,CUST7820,Wallet,,259256,Success,Professional Services,Kenya,KES,
TXN105307,3/1/2025,CUST4838,USSD,,197199,Failed,Food Delivery,Nigeria,NGN,
TXN105308,7/13/2025,CUST2396,Card,Mastercard,500000,Reversed,Retail,Nigeria,NGN,1613
TXN105309,7/8/2021,CUST1472,Wallet,,500000,Success,Professional Services,South Africa,ZAR,
TXN105310,7/2/2020,CUST2999,Wallet,,163678,Success,Transportation,Nigeria,NGN,
TXN105311,6/13/2018,CUST3077,Card,Mastercard,381877,Failed,Professional Services,Nigeria,NGN,2383
TXN105312,5/26/2020,CUST8813,USSD,,500000,Success,Bills Payment,Nigeria,NGN,
TXN105313,11/4/2025,CUST5577,Card,Mastercard,500000,Success,Food Delivery,Ghana,GHS,3108
TXN105314,1/31/2023,CUST9751,Card,Mastercard,284491,Success,E-commerce,Kenya,KES,9944
TXN105315,9/23/2024,CUST2081,USSD,,241194,Pending,Professional Services,Uganda,UGX,
TXN105316,2/5/2023,CUST2174,POS,,130676,Success,Bills Payment,Nigeria,NGN,
TXN105317,2/6/2023,CUST5270,Bank Transfer,,500000,Success,Food Delivery,Nigeria,NGN,
TXN105318,11/29/2019,CUST6269,Wallet,,61640,Success,Bills Payment,Nigeria,NGN,
TXN105319,8/12/2018,CUST5764,Wallet,,346837,Success,Bills Payment,Nigeria,NGN,
TXN105320,1/25/2022,CUST2721,POS,Mastercard,132820,Success,Food Delivery,Kenya,KES,6652
TXN105321,3/1/2022,CUST3957,USSD,,130851,Success,Professional Services,Nigeria,NGN,
TXN105322,8/10/2023,CUST4296,Card,Mastercard,207656,Success,Professional Services,Uganda,UGX,3736
TXN105323,3/11/2019,CUST7431,Card,Visa,500000,Failed,Airtime/Data,South Africa,ZAR,3042
TXN105324,6/7/2017,CUST9524,Card,Visa,22613,Success,E-commerce,Nigeria,NGN,7352
TXN105325,10/9/2017,CUST6504,Card,Verve,345613,Success,Retail,Nigeria,NGN,7935
TXN105326,9/24/2024,CUST3450,Wallet,,34472,Failed,Food Delivery,Nigeria,NGN,
TXN105327,11/27/2022,CUST4053,Card,Mastercard,67140,Success,Bills Payment,South Africa,ZAR,1916
TXN105328,11/19/2023,CUST8337,Wallet,,231615,Success,Retail,Nigeria,NGN,
TXN105329,11/29/2018,CUST8850,Wallet,,285715,Success,Transportation,Kenya,KES,
TXN105330,4/7/2023,CUST8248,Wallet,,119789,Success,Bills Payment,Nigeria,NGN,
TXN105331,3/15/2023,CUST2658,USSD,,152186,Reversed,Airtime/Data,South Africa,ZAR,
TXN105332,10/21/2022,CUST5476,Bank Transfer,,36393,Success,Professional Services,Nigeria,NGN,
TXN105333,9/29/2017,CUST4617,Wallet,,144514,Success,Transportation,Kenya,KES,
TXN105334,6/8/2015,CUST4404,Bank Transfer,,500000,Success,Bills Payment,Nigeria,NGN,
TXN105335,12/12/2022,CUST2248,Wallet,,500000,Failed,Airtime/Data,Nigeria,NGN,
TXN105336,4/25/2020,CUST7860,Wallet,,163114,Success,Food Delivery,Kenya,KES,
TXN105337,6/24/2017,CUST7748,Card,Mastercard,338383,Success,Food Delivery,Ghana,GHS,597
TXN105338,11/13/2020,CUST7450,POS,Mastercard,500000,Success,Bills Payment,Nigeria,NGN,2908
TXN105339,1/19/2021,CUST9026,Bank Transfer,,2481,Success,Transportation,Uganda,UGX,
TXN105340,1/30/2020,CUST4207,Card,Mastercard,500000,Success,Retail,South Africa,ZAR,408
TXN105341,9/10/2025,CUST2086,Wallet,,500000,Success,E-commerce,Kenya,KES,
TXN105342,2/25/2020,CUST7986,Card,Verve,38307,Failed,Transportation,Nigeria,NGN,8256
TXN105343,12/4/2017,CUST8092,Card,Verve,70431,Success,Food Delivery,Nigeria,NGN,6517
TXN105344,6/19/2019,CUST4067,Card,Mastercard,500000,Success,E-commerce,Nigeria,NGN,8409
TXN105345,9/7/2023,CUST5175,USSD,,308478,Success,Professional Services,Nigeria,NGN,
TXN105346,6/17/2021,CUST3744,Bank Transfer,,5719,Reversed,Food Delivery,Kenya,KES,
TXN105347,12/25/2019,CUST8525,Card,Verve,119164,Success,Transportation,Nigeria,NGN,4652
TXN105348,1/15/2023,CUST7276,Card,Mastercard,239093,Success,Transportation,Kenya,KES,179
TXN105349,7/23/2025,CUST3706,Card,Visa,472244,Success,E-commerce,Ghana,GHS,5220
TXN105350,11/30/2017,CUST2779,Wallet,,500000,Success,Retail,Uganda,UGX,
TXN105351,8/28/2016,CUST7811,POS,Mastercard,500000,Failed,Food Delivery,South Africa,ZAR,5517
TXN105352,1/13/2023,CUST1164,Card,Mastercard,135596,Success,Bills Payment,Ghana,GHS,2031
TXN105353,7/19/2019,CUST3106,Card,Visa,309066,Success,Airtime/Data,Nigeria,NGN,6998
TXN105354,7/2/2017,CUST1964,Bank Transfer,,304847,Success,Food Delivery,South Africa,ZAR,
TXN105355,7/20/2020,CUST8546,Card,Verve,208111,Success,Retail,Nigeria,NGN,8039
TXN105356,12/5/2023,CUST9869,USSD,,74128,Success,Bills Payment,South Africa,ZAR,
TXN105357,5/2/2023,CUST4173,Card,Mastercard,500000,Pending,Food Delivery,Kenya,KES,8004
TXN105358,11/6/2016,CUST6118,POS,,500000,Failed,Retail,Ghana,GHS,
TXN105359,2/16/2022,CUST3184,Wallet,,275927,Failed,Professional Services,Nigeria,NGN,
TXN105360,7/29/2025,CUST2527,Card,Visa,369774,Success,Bills Payment,Nigeria,NGN,8193
TXN105361,9/18/2015,CUST6158,Bank Transfer,,103125,Success,Transportation,South Africa,ZAR,
TXN105362,8/15/2024,CUST5140,Card,Mastercard,313918,Success,Bills Payment,South Africa,ZAR,2197
TXN105363,4/24/2020,CUST5487,Wallet,,474938,Reversed,Transportation,South Africa,ZAR,
TXN105364,7/18/2015,CUST1640,USSD,,289580,Success,E-commerce,Nigeria,NGN,
TXN105365,8/16/2023,CUST8355,Bank Transfer,,500000,Reversed,E-commerce,Nigeria,NGN,
TXN105366,10/1/2016,CUST4311,Card,Mastercard,378021,Success,Airtime/Data,Kenya,KES,892
TXN105367,7/3/2015,CUST8495,Card,Visa,185432,Success,Airtime/Data,Kenya,KES,9430
TXN105368,2/7/2017,CUST3530,Card,Visa,500000,Pending,E-commerce,South Africa,ZAR,9316
TXN105369,4/20/2020,CUST6424,Card,Mastercard,74754,Success,Professional Services,Kenya,KES,5211
TXN105370,5/18/2017,CUST6528,POS,,194138,Failed,Transportation,Nigeria,NGN,
TXN105371,11/17/2021,CUST6235,Card,Mastercard,170446,Success,Transportation,Nigeria,NGN,8524
TXN105372,9/22/2022,CUST8783,Card,Mastercard,226117,Success,Airtime/Data,South Africa,ZAR,9043
TXN105373,10/10/2020,CUST9924,POS,,500000,Success,Retail,Kenya,KES,
TXN105374,9/18/2024,CUST1635,Wallet,,264793,Failed,Transportation,South Africa,ZAR,
TXN105375,8/21/2016,CUST6993,USSD,,500000,Reversed,Airtime/Data,South Africa,ZAR,
TXN105376,9/7/2021,CUST4765,Card,Verve,343670,Pending,Food Delivery,Nigeria,NGN,3088
TXN105377,3/23/2015,CUST8617,USSD,,167462,Success,Transportation,Nigeria,NGN,
TXN105378,1/13/2020,CUST9520,Card,Mastercard,500000,Success,Food Delivery,Nigeria,NGN,2533
TXN105379,6/29/2023,CUST1284,Wallet,,108875,Failed,Professional Services,Kenya,KES,
TXN105380,5/29/2018,CUST3246,Bank Transfer,,101638,Success,Bills Payment,South Africa,ZAR,
TXN105381,2/3/2016,CUST6342,Wallet,,280877,Success,Professional Services,Nigeria,NGN,
TXN105382,5/18/2018,CUST9023,Card,Mastercard,120901,Success,Professional Services,Ghana,GHS,1377
TXN105383,8/6/2017,CUST5973,USSD,,3651,Success,E-commerce,Nigeria,NGN,
TXN105384,2/11/2022,CUST9084,Bank Transfer,,417987,Success,Professional Services,Uganda,UGX,
TXN105385,12/5/2016,CUST6523,Card,Verve,286233,Success,Food Delivery,Nigeria,NGN,6343
TXN105386,2/2/2019,CUST9218,Card,Visa,235888,Reversed,Professional Services,South Africa,ZAR,6469
TXN105387,8/27/2023,CUST1569,Bank Transfer,,500000,Success,Bills Payment,Ghana,GHS,
TXN105388,5/18/2021,CUST6810,Wallet,,338705,Success,Professional Services,Nigeria,NGN,
TXN105389,2/19/2017,CUST1027,USSD,,500000,Success,Airtime/Data,Nigeria,NGN,
TXN105390,9/18/2022,CUST7232,POS,,60073,Success,Food Delivery,Kenya,KES,
TXN105391,4/7/2016,CUST3680,Bank Transfer,,336850,Reversed,Professional Services,Uganda,UGX,
TXN105392,5/5/2020,CUST4250,Card,Visa,500000,Success,Food Delivery,Ghana,GHS,8823
TXN105393,12/31/2021,CUST5999,USSD,,349969,Pending,Retail,Nigeria,NGN,
TXN105394,1/22/2023,CUST5081,Wallet,,500000,Success,Bills Payment,Ghana,GHS,
TXN105395,7/8/2020,CUST3714,POS,,186113,Failed,Airtime/Data,Nigeria,NGN,
TXN105396,4/13/2022,CUST7662,Card,Mastercard,38802,Success,Food Delivery,Nigeria,NGN,2745
TXN105397,12/4/2021,CUST8036,USSD,,244922,Success,Professional Services,Nigeria,NGN,
TXN105398,4/6/2023,CUST5867,Card,Visa,200666,Success,Retail,Kenya,KES,7476
TXN105399,8/27/2015,CUST7445,Card,Mastercard,500000,Success,Transportation,Nigeria,NGN,3007
TXN105400,1/6/2025,CUST4570,Wallet,,111883,Reversed,Food Delivery,Nigeria,NGN,
TXN105401,10/21/2015,CUST4436,USSD,,500000,Success,Airtime/Data,South Africa,ZAR,
TXN105402,3/8/2020,CUST4674,Bank Transfer,,500000,Failed,Airtime/Data,Nigeria,NGN,
TXN105403,7/12/2020,CUST3887,Bank Transfer,,113811,Failed,Food Delivery,Kenya,KES,
TXN105404,1/12/2025,CUST2181,Bank Transfer,,171116,Success,Retail,Nigeria,NGN,
TXN105405,12/22/2016,CUST2736,Wallet,,500000,Success,Professional Services,South Africa,ZAR,
TXN105406,7/1/2016,CUST3612,USSD,,500000,Success,E-commerce,South Africa,ZAR,
TXN105407,2/19/2018,CUST8562,USSD,,234391,Pending,Airtime/Data,South Africa,ZAR,
TXN105408,1/11/2020,CUST9274,USSD,,154851,Success,Professional Services,Ghana,GHS,
TXN105409,10/28/2015,CUST2995,Wallet,,298698,Success,Retail,Kenya,KES,
TXN105410,12/28/2016,CUST5520,Card,Visa,465605,Success,Bills Payment,South Africa,ZAR,4810
TXN105411,2/28/2020,CUST9773,POS,,127792,Success,Bills Payment,Nigeria,NGN,
TXN105412,4/16/2023,CUST7149,Card,Visa,500000,Success,Airtime/Data,Nigeria,NGN,7701
TXN105413,7/21/2016,CUST6370,POS,Visa,21215,Success,Bills Payment,Uganda,UGX,8956
TXN105414,4/21/2018,CUST1313,Bank Transfer,,20220,Reversed,Bills Payment,South Africa,ZAR,
TXN105415,6/29/2018,CUST6800,Wallet,,195291,Failed,Bills Payment,Nigeria,NGN,
TXN105416,5/29/2024,CUST1786,Bank Transfer,,174456,Success,Professional Services,Ghana,GHS,
TXN105417,10/22/2018,CUST9255,Card,Mastercard,151704,Success,Retail,South Africa,ZAR,9243
TXN105418,12/16/2015,CUST3543,USSD,,270138,Success,Bills Payment,Nigeria,NGN,
TXN105419,8/14/2025,CUST7745,Bank Transfer,,154696,Success,E-commerce,Nigeria,NGN,
TXN105420,2/1/2021,CUST3633,Bank Transfer,,85404,Success,E-commerce,South Africa,ZAR,
TXN105421,3/4/2024,CUST2535,Wallet,,148118,Failed,Airtime/Data,Kenya,KES,
TXN105422,11/19/2017,CUST2548,USSD,,500000,Pending,Transportation,Ghana,GHS,
TXN105423,4/8/2024,CUST5229,USSD,,211808,Reversed,Food Delivery,Ghana,GHS,
TXN105424,7/30/2022,CUST2420,Wallet,,235307,Reversed,Professional Services,South Africa,ZAR,
TXN105425,4/21/2023,CUST9966,Card,Visa,343723,Reversed,Transportation,South Africa,ZAR,3426
TXN105426,5/19/2023,CUST2057,Wallet,,500000,Failed,Transportation,South Africa,ZAR,
TXN105427,3/22/2016,CUST1054,POS,,110618,Success,Transportation,South Africa,ZAR,
TXN105428,9/8/2021,CUST5790,Card,Visa,457379,Success,Transportation,Uganda,UGX,6147
TXN105429,4/30/2025,CUST7092,Card,Mastercard,500000,Success,Food Delivery,Kenya,KES,4652
TXN105430,4/26/2022,CUST9775,USSD,,373908,Pending,Airtime/Data,Nigeria,NGN,
TXN105431,12/27/2017,CUST5969,USSD,,37099,Success,Professional Services,Nigeria,NGN,
TXN105432,6/13/2024,CUST5483,USSD,,451883,Success,Airtime/Data,Nigeria,NGN,
TXN105433,3/11/2016,CUST6689,Bank Transfer,,26496,Pending,Food Delivery,South Africa,ZAR,
TXN105434,8/16/2025,CUST2075,POS,,362677,Success,Airtime/Data,South Africa,ZAR,
TXN105435,11/3/2018,CUST8681,Wallet,,500000,Success,Airtime/Data,Ghana,GHS,
TXN105436,3/19/2022,CUST8386,Card,Mastercard,94780,Success,Professional Services,Nigeria,NGN,9497
TXN105437,5/30/2019,CUST7693,Wallet,,500000,Success,Airtime/Data,Kenya,KES,
TXN105438,4/25/2018,CUST2313,Bank Transfer,,12329,Success,Professional Services,Uganda,UGX,
TXN105439,7/24/2022,CUST8082,Bank Transfer,,500000,Success,E-commerce,Uganda,UGX,
TXN105440,3/17/2016,CUST6639,USSD,,246718,Success,Transportation,Uganda,UGX,
TXN105441,4/9/2016,CUST5639,Bank Transfer,,98149,Success,Bills Payment,Nigeria,NGN,
TXN105442,3/16/2024,CUST2659,Bank Transfer,,57445,Success,E-commerce,Nigeria,NGN,
TXN105443,12/9/2024,CUST7804,Wallet,,500000,Success,Airtime/Data,Nigeria,NGN,
TXN105444,12/17/2021,CUST2168,POS,Mastercard,30176,Success,Airtime/Data,Uganda,UGX,8243
TXN105445,6/17/2023,CUST9896,Card,Mastercard,88804,Success,Professional Services,Nigeria,NGN,4701
TXN105446,5/15/2017,CUST6845,Wallet,,170975,Failed,Food Delivery,Uganda,UGX,
TXN105447,4/13/2018,CUST8986,Wallet,,387280,Success,E-commerce,Nigeria,NGN,
TXN105448,9/10/2022,CUST3482,Card,Mastercard,314808,Success,Bills Payment,Nigeria,NGN,8685
TXN105449,9/1/2024,CUST7305,Wallet,,53706,Success,Professional Services,Nigeria,NGN,
